Destination Port,Flow Duration,Total Fwd Packets,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,PSH Flag Count,ACK Flag Count,Average Packet Size,Subflow Fwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Max,Active Min,Idle Mean,Idle Max,Idle Min,Attack Type
80,834673,3,26,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,13937.19457,8.386517834,139112.1667,339277.4471,831657,13,2396,1198.0,1675.843071,2383,13,834620,278206.6667,479302.9633,831657,545,72,92,3.594221929,4.792295905,0,11595,1454.125,4097.537534,16800000.0,0,1,0,1661.857143,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
443,180,2,37,31,6,18.5,17.67766953,0,0,0.0,0.0,205555.5556,11111.11111,180.0,0.0,180,180,180,180.0,0.0,180,180,0,0.0,0.0,0,0,40,0,11111.11111,0.0,6,31,22.66666667,14.43375673,208.3333333,0,0,1,34.0,37,48180,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
2245,231,2,37,31,6,18.5,17.67766953,6,6,6.0,0.0,186147.1861,12987.01299,115.5,0.707106781,116,115,231,231.0,0.0,231,231,0,0.0,0.0,0,0,40,20,8658.008658,4329.004329,6,31,18.5,14.43375673,208.3333333,0,0,1,24.66666667,37,946,0,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,699939,9,265,265,0,29.44444444,88.33333333,2920,0,1584.846154,719.8809909,29814.02665,31.43131044,33330.42857,83393.39899,234933,8,699705,87463.125,120410.3454,235223,129,468000,39000.0,90685.15436,235102,59,192,272,12.85826336,18.57304708,0,2920,907.3043478,953.6515199,909451.2213,0,1,0,948.5454545,265,8192,62,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,206,2,80,40,40,40.0,0.0,101,101,101.0,0.0,1368932.039,19417.47573,68.66666667,34.93326972,109,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,40,40,9708.737864,9708.737864,40,101,64.4,33.41107601,1116.3,0,0,0,80.5,80,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
62790,100349106,5,11607,8760,0,2321.4,3802.315321,20,0,6.888888889,5.30199124,116.2840454,0.139512952,7719162.0,27200000.0,98200000,0,100000000,25100000.0,50000000.0,100000000,436,100000000,12500000.0,34600000.0,98200000,0,112,192,0.049826054,0.089686898,0,8760,778.3333333,2325.15043,5406324.524,0,0,1,833.9285714,11607,229,256,3,20,1937270.0,1937270,1937270,98200000.0,98200000,98200000,Normal Traffic
443,65289819,13,875,502,0,67.30769231,143.3407273,1428,0,277.2666667,499.6758187,77.10237334,0.428857063,2418141.444,4219084.052,10000000,4,60800000,5065177.25,5240057.665,10100000,267,65200000,4657310.5,5019460.914,10100000,4,272,384,0.199112208,0.229744855,0,1428,173.5862069,381.7364009,145722.6798,0,1,0,179.7857143,875,8192,240,12,20,121274.0,290103,87171,10000000.0,10000000,10000000,Normal Traffic
80,3053048,4,24,6,6,6.0,0.0,0,0,0.0,0.0,7.860996617,1.310166103,1017682.667,1761830.313,3052069,3,3053048,1017682.667,1761830.313,3052069,3,0,0.0,0.0,0,0,80,0,1.310166103,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,0.0,0,0,0.0,0,0,DDoS
80,1738461,3,26,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,6691.550745,4.601771337,248351.5714,656626.7582,1737441,2,754,377.0,463.8620485,705,49,1738427,434606.75,868556.2397,1737441,2,72,112,1.725664251,2.876107086,0,10220,1292.555556,3378.299021,11400000.0,0,1,0,1454.125,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,36931,3,26,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,314830.3593,189.5426606,6155.166667,11769.37605,29539,4,7017,3508.5,4956.111429,7013,4,36793,12264.33333,15350.25815,29539,189,72,92,81.23256884,108.3100918,0,8760,1453.375,3113.952607,9696700.839,0,1,0,1661.0,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
53,31338,2,88,44,44,44.0,0.0,109,109,109.0,0.0,9764.503159,127.6405642,10446.0,18087.80658,31332,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,64,64,63.82028209,63.82028209,44,109,70.0,35.60196624,1267.5,0,0,0,87.5,88,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
80,2587581,5,30,6,6,6.0,0.0,0,0,0.0,0.0,11.59383996,1.93230666,646895.25,1291581.508,2584267,4,2587581,646895.25,1291581.508,2584267,4,0,0.0,0.0,0,0,100,0,1.93230666,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
53,30518,1,50,50,50,50.0,0.0,78,78,78.0,0.0,4194.246019,65.53509404,30518.0,0.0,30518,30518,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,40,32.76754702,32.76754702,50,78,59.33333333,16.16580754,261.3333333,0,0,0,89.0,50,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,2619220,4,24,6,6,6.0,0.0,0,0,0.0,0.0,9.163033269,1.527172212,873073.3333,1511614.147,2618535,258,2619220,873073.3333,1511614.147,2618535,258,0,0.0,0.0,0,0,80,0,1.527172212,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,0.0,0,0,0.0,0,0,DDoS
80,2941914,5,30,6,6,6.0,0.0,0,0,0.0,0.0,10.19744289,1.699573815,735478.5,1470306.404,2940938,1,2941914,735478.5,1470306.404,2940938,1,0,0.0,0.0,0,0,100,0,1.699573815,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
80,752035,5,30,6,6,6.0,0.0,0,0,0.0,0.0,39.89176036,6.648626726,188008.75,374039.4448,749064,1,752035,188008.75,374039.4448,749064,1,0,0.0,0.0,0,0,100,0,6.648626726,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,0.0,0,0,0.0,0,0,DDoS
80,97908361,8,56,20,0,7.0,5.656854249,8760,0,2900.25,4128.319301,119.0603119,0.122563588,8900760.091,26900000.0,89700000,1,97900000,14000000.0,33500000.0,89700000,1,44031,14677.0,12381.57902,21844,380,172,92,0.081709059,0.040854529,0,8760,897.1538462,2488.507044,6192667.308,0,0,1,971.9166667,56,256,229,6,20,5.0,5,5,48900000.0,89700000,8190779,DDoS
57350,273,2,12,6,6,6.0,0.0,0,0,0.0,0.0,43956.04396,7326.007326,273.0,0.0,273,273,273,273.0,0.0,273,273,0,0.0,0.0,0,0,40,0,7326.007326,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,32,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
53,31367,1,50,50,50,50.0,0.0,78,78,78.0,0.0,4080.721778,63.76127778,31367.0,0.0,31367,31367,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,20,31.88063889,31.88063889,50,78,59.33333333,16.16580754,261.3333333,0,0,0,89.0,50,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,42260,2,76,38,38,38.0,0.0,174,174,174.0,0.0,10033.12825,94.65215334,14086.66667,24395.35829,42256,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,64,64,47.32607667,47.32607667,38,174,92.4,74.49026782,5548.8,0,0,0,115.5,76,-1,-1,1,32,0.0,0,0,0.0,0,0,Normal Traffic
53,30085,1,52,52,52,52.0,0.0,68,68,68.0,0.0,3988.698687,66.47831145,30085.0,0.0,30085,30085,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,33.23915573,33.23915573,52,68,57.33333333,9.237604307,85.33333333,0,0,0,86.0,52,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
52310,57,1,6,6,6,6.0,0.0,6,6,6.0,0.0,210526.315789474,35087.7192982456,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,17543.8596491228,17543.8596491228,6,6,6.0,0.0,0.0,0,0,1,9.0,6,440,256,0,20,0.0,0,0,0.0,0,0,Normal Traffic
80,4013962,4,24,6,6,6.0,0.0,0,0,0.0,0.0,5.979129847,0.996521641,1337987.333,2317458.577,4013958,1,4013962,1337987.333,2317458.577,4013958,1,0,0.0,0.0,0,0,80,0,0.996521641,0.0,6,6,6.0,0.0,0.0,0,0,1,7.5,24,256,-1,3,20,0.0,0,0,0.0,0,0,DDoS
80,9700663,7,50,20,0,7.142857143,6.094494002,10135,0,2321.4,4413.201989,1201.670443,1.237028851,881878.4545,2401301.331,8000391,4,9472243,1578707.167,3200354.592,8000391,33,229203,57300.75,113883.4629,228125,4,152,112,0.721600163,0.515428688,0,10135,897.1538462,2804.564846,7865583.974,0,0,1,971.9166667,50,256,229,5,20,1471052.0,1471052,1471052,8000391.0,8000391,8000391,DDoS
80,63024,3,26,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,184580.4773,126.9357705,9003.428571,23298.64932,61837,3,888,444.0,452.54834,764,124,62978,15744.5,30731.07454,61837,3,72,112,47.60091394,79.33485656,0,7300,1292.555556,2662.264877,7087654.278,0,1,0,1454.125,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
80,5998862,5,30,6,6,6.0,0.0,0,0,0.0,0.0,5.000948513,0.833491419,1499715.5,2994766.148,5991862,1,5998862,1499715.5,2994766.148,5991862,1,0,0.0,0.0,0,0,100,0,0.833491419,0.0,6,6,6.0,0.0,0.0,0,0,1,7.2,30,256,-1,4,20,7000.0,7000,7000,5991862.0,5991862,5991862,DDoS
80,572231,3,26,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,20329.20272,12.23282206,95371.83333,233321.3944,571637,5,584,292.0,343.6538957,535,49,572163,190721.0,329883.0336,571637,5,72,92,5.242638026,6.990184034,0,11595,1454.125,4097.537534,16800000.0,0,1,0,1661.857143,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
443,30174570,10,1205,852,0,120.5,265.2618203,1460,0,344.6363636,567.7614416,165.5698822,0.695950265,1508728.5,3649539.15,10000000,1,30200000,3352729.889,4985490.081,10000000,764,30100000,3013871.0,4821019.631,10000000,3,212,256,0.331404888,0.364545377,0,1460,227.0909091,445.8260294,198760.8485,0,1,0,237.9047619,1205,8192,63,9,20,81951.33333,174675,35513,9976237.667,10000000,9922823,Normal Traffic
55475,19,3,31,31,0,10.33333333,17.89785834,6,6,6.0,0.0,1947368.421,210526.3158,6.333333333,7.571877794,15,1,4,2.0,1.414213562,3,1,0,0.0,0.0,0,0,96,20,157894.7368,52631.57895,0,31,7.4,13.44618905,180.8,0,0,1,9.25,31,31,0,1,32,0.0,0,0,0.0,0,0,Normal Traffic
443,229329,2,12,6,6,6.0,0.0,0,0,0.0,0.0,52.3265701241,13.081642531,114664.5,162158.676809167,229328,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,40,32,8.7210950207,4.3605475103,0,6,4.5,3.0,9.0,1,0,0,6.0,12,0,119,1,20,0.0,0,0,0.0,0,0,Normal Traffic
22,164,2,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,18292.68293,82.0,113.137085,162,2,162,162.0,0.0,162,162,0,0.0,0.0,0,0,64,32,12195.12195,6097.560976,0,0,0.0,0.0,0.0,0,0,1,0.0,0,290,243,0,32,0.0,0,0,0.0,0,0,Normal Traffic
53,92616,2,74,37,37,37.0,0.0,76,76,76.0,0.0,2440.183122,43.1890818,30872.0,53390.46615,92522,46,46,46.0,0.0,46,46,48,48.0,0.0,48,48,40,40,21.5945409,21.5945409,37,76,52.6,21.36117974,456.3,0,0,0,65.75,74,-1,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
80,574431,3,26,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,20240.89926,15.6676781,71803.875,201327.8705,570055,52,3878,1939.0,2614.880877,3788,90,574379,114875.8,254458.0417,570055,61,72,132,5.222559367,10.44511873,0,4380,1162.7,1645.241762,2706820.456,0,1,0,1291.888889,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
53337,3,2,12,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,9.0,12,0,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,1303389,3,0,0,0,0.0,0.0,6,6,6.0,0.0,13.8101518426,4.6033839475,260677.8,216589.511728292,498342,102367,1200827,600413.5,720.5418100291,600923,599904,1201022,600511.0,555.7859300126,600904,600118,92,60,2.3016919738,2.3016919738,0,6,2.5714285714,3.2071349029,10.2857142857,0,1,0,3.0,0,8192,0,0,28,0.0,0,0,0.0,0,0,Normal Traffic
80,991229,3,26,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,11735.93589,9.079637501,123903.625,349867.8383,989782,3,1138,569.0,800.4448763,1135,3,991037,198207.4,442503.838,989782,3,72,132,3.026545834,6.053091667,0,5840,1163.3,2138.329153,4572451.567,0,1,0,1292.555556,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
53,30486,1,43,43,43,43.0,0.0,171,171,171.0,0.0,7019.6155612412,65.6038837499,30486.0,0.0,30486,30486,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,32.801941875,32.801941875,43,171,85.6666666667,73.9008344563,5461.3333333333,0,0,0,128.5,43,-1,-1,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,50573,1,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,39.54679374,50573.0,0.0,50573,50573,0,0.0,0.0,0,0,0,0.0,0.0,0,0,32,32,19.77339687,19.77339687,0,0,0.0,0.0,0.0,0,0,1,0.0,0,237,130,0,32,0.0,0,0,0.0,0,0,Normal Traffic
80,33805,3,26,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,343943.2037,266.2328058,4225.625,8820.496924,24864,4,25011,12505.5,17679.79085,25007,4,33662,6732.4,10840.43105,25050,49,72,132,88.7442686,177.4885372,0,4380,1162.7,1645.241762,2706820.456,0,1,0,1291.888889,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
64651,625801,7,11601,4380,0,1657.285714,1763.211531,20,6,13.0,9.899494937,18579.38866,14.38156858,78225.125,211186.1806,600464,17,625801,104300.1667,243268.5199,600464,17,244,244.0,0.0,244,244,164,40,11.18566445,3.195904129,0,4380,1162.7,1645.241762,2706820.456,0,1,0,1291.888889,11601,8192,256,5,20,0.0,0,0,0.0,0,0,Normal Traffic
80,23424,2,12,6,6,6.0,0.0,0,0,0.0,0.0,512.2950819672,85.3825136612,23424.0,0.0,23424,23424,23424,23424.0,0.0,23424,23424,0,0.0,0.0,0,0,40,0,85.3825136612,0.0,6,6,6.0,0.0,0.0,0,0,1,9.0,12,64240,-1,1,20,0.0,0,0,0.0,0,0,Normal Traffic
443,5617026,9,388,195,0,43.11111111,77.86437639,1418,0,683.3333333,666.8477088,798.9993281,2.6704523,401216.1429,1301644.336,4890212,9,5617026,702128.25,1704428.594,4890212,16,690083,138016.6,280263.2715,637903,49,296,200,1.60227138,1.06818092,0,1418,280.5,505.4003034,255429.4667,0,1,0,299.2,388,29200,349,3,32,0.0,0,0,0.0,0,0,Normal Traffic
80,100343664,7,50,20,0,7.142857143,6.094494002,5840,0,1933.5,2189.772933,116.1109684,0.129554767,8361972.0,25500000.0,88700000,3,100000000,16700000.0,35600000.0,88700000,3,175455,35091.0,66401.58944,152667,14,152,132,0.069760259,0.059794508,0,5840,832.6428571,1680.214254,2823119.94,0,0,1,896.6923077,50,256,229,5,20,3992.0,3992,3992,50100000.0,88700000,11500000,DDoS
80,933926,3,26,20,0,8.666666667,10.26320288,7300,0,2321.4,3346.363967,12456.019,8.565989168,133418.0,352560.9721,932951,3,835,417.5,521.1376977,786,49,933738,233434.5,466344.4421,932951,3,72,112,3.212245938,5.35374323,0,7300,1292.555556,2662.264877,7087654.278,0,1,0,1454.125,26,8192,229,2,20,0.0,0,0,0.0,0,0,DDoS
123,16235,1,48,48,48,48.0,0.0,48,48,48.0,0.0,5913.150601,123.1906375,16235.0,0.0,16235,16235,0,0.0,0.0,0,0,0,0.0,0.0,0,0,20,20,61.59531876,61.59531876,48,48,48.0,0.0,0.0,0,0,0,72.0,48,-1,-1,0,20,0.0,0,0,0.0,0,0,Normal Traffic
